Season,Agency,Date,Time,Station ID,Field Rep,Depth(m),Time (s),Descent rate (m/s),Temperature (øC),Conductivity (S/m),Salinity (psu),Density (å-theta),pH,Oxygen (mg/L),SBE DO sat (mg/L),SBE DO sat (%),Transmissivity (%),SBE Beam C,Chl-a (ug/L),Voltage-Chl-a,Chl-a (ug/L) USC/UCLA,Chl-a (ug/L) ECO,CDOM (ug/L),Voltage-CDOM,Irradiance,Surface Irradiance,Irradiance (% Norm),delta T,Stability (E),Qual_NH3,Ammonia-N (ug/L),Qual_TC,Total Colif. (MPN),Qual_FC,Fecal Colif. (MPN),Qual_EC,E. coli (MPN),Qual_ENT,Enterococci (MPN)
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,7,35.6,1.24,14.99,4.066,32.959,24.401,8.15,8.53,8.23,103.54,78.24,0.245,3.28,0.6508,-1,-1,1.06,0.2027,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,8,36.5,1.09,14.96,4.064,32.969,24.416,8.15,8.49,8.24,102.97,78.04,0.248,3.44,0.6748,-1,-1,1.05,0.2025,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,9,37.5,1.08,14.94,4.063,32.97,24.421,8.15,8.44,8.24,102.39,78.14,0.247,3.45,0.6794,-1,-1,1.05,0.2021,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,10,38.4,1.03,14.92,4.061,32.973,24.428,8.15,8.41,8.24,101.93,78.43,0.243,3.5,0.6865,-1,-1,1.05,0.2015,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,11,39.4,1.01,14.86,4.058,32.995,24.458,8.14,8.38,8.25,101.48,78.94,0.237,3.44,0.6774,-1,-1,1.03,0.1993,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,12,40.3,1.25,14.78,4.055,33.028,24.499,8.14,8.39,8.26,101.39,79.34,0.231,3.4,0.6691,-1,-1,1,0.1961,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,13,41.1,1.33,14.76,4.054,33.038,24.512,8.14,8.39,8.27,101.41,79.48,0.23,3.34,0.66,-1,-1,0.99,0.1957,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,14,41.9,1.17,14.75,4.053,33.038,24.513,8.13,8.38,8.27,101.29,79.48,0.23,3.32,0.6555,-1,-1,0.98,0.1945,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,15,42.8,1.16,14.75,4.053,33.039,24.514,8.13,8.36,8.27,101,79.5,0.229,3.26,0.6471,-1,-1,0.98,0.1947,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,16,43.6,1.26,14.75,4.053,33.039,24.514,8.13,8.32,8.27,100.54,79.51,0.229,3.25,0.6425,-1,-1,0.98,0.1945,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,17,44.4,1.11,14.72,4.052,33.045,24.524,8.13,8.26,8.27,99.72,79.7,0.227,3.16,0.6265,-1,-1,0.98,0.1944,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,18,45.4,1.01,14.71,4.051,33.048,24.53,8.13,8.17,8.27,98.72,79.85,0.225,3.09,0.6149,-1,-1,0.98,0.194,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,19,46.4,1.27,14.67,4.048,33.059,24.547,8.13,8.12,8.28,97.93,80.1,0.222,2.99,0.5967,-1,-1,0.96,0.1926,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,20,47.1,1.4,14.58,4.043,33.089,24.59,8.12,8.05,8.29,96.96,80.71,0.214,2.88,0.578,-1,-1,0.94,0.1897,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,21,47.8,1.32,14.52,4.04,33.108,24.616,8.11,7.92,8.3,95.36,81.1,0.21,2.8,0.5625,-1,-1,0.92,0.1882,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,22,48.8,0.84,14.5,4.038,33.117,24.629,8.11,7.56,8.31,90.93,81.36,0.206,2.7,0.5452,-1,-1,0.91,0.1873,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,23,50,1.07,14.42,4.034,33.144,24.667,8.1,7.24,8.32,87,81.89,0.199,2.46,0.502,-1,-1,0.89,0.185,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,24,50.8,1.34,14.25,4.022,33.181,24.731,8.09,7.27,8.35,87.01,83.17,0.185,2.14,0.4469,-1,-1,0.87,0.183,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,25,51.5,1.3,14.01,4.004,33.217,24.807,8.07,7.38,8.38,87.94,83.72,0.178,1.96,0.414,-1,-1,0.88,0.1839,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,26,52.4,0.88,13.84,3.991,33.247,24.867,8.05,7.57,8.41,89.92,83.88,0.176,1.94,0.4094,-1,-1,0.88,0.184,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,27,53,0.43,13.88,3.996,33.253,24.863,8.04,7.65,8.41,90.92,83.98,0.176,1.94,0.4075,-1,-1,0.88,0.1836,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 10:07:00,2703,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,1,24.8,0.18,15.08,4.069,32.911,24.346,8.16,8.62,8.22,104.72,78.52,0.242,1.55,0.3405,-1,-1,1.1,0.2075,-1,-1,-1,-1,-1,<,0.003,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,2,28.6,0.34,15.08,4.069,32.912,24.346,8.16,8.66,8.22,105.27,78.6,0.241,1.53,0.3359,-1,-1,1.07,0.2044,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,3,30.8,0.66,15.08,4.069,32.911,24.345,8.16,8.67,8.22,105.35,78.56,0.241,1.58,0.3453,-1,-1,1.08,0.2053,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,4,32.5,0.56,15.08,4.069,32.91,24.345,8.16,8.71,8.22,105.84,78.53,0.242,1.63,0.3544,-1,-1,1.08,0.2053,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,5,34,0.89,15.06,4.069,32.92,24.355,8.16,8.7,8.22,105.67,78.75,0.239,1.88,0.3992,-1,-1,1.07,0.2037,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,6,35,1.13,15.05,4.07,32.949,24.381,8.16,8.67,8.22,105.39,79.27,0.233,2.11,0.4398,-1,-1,1.03,0.1995,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,7,36.1,0.77,15.05,4.071,32.951,24.382,8.16,8.69,8.22,105.58,79.42,0.23,2.25,0.4652,-1,-1,1.02,0.1988,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,8,37.4,0.91,15.03,4.072,32.978,24.407,8.16,8.65,8.22,105.08,79.42,0.231,2.68,0.5411,-1,-1,0.98,0.1949,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,9,38.3,1.23,15,4.073,33.004,24.434,8.16,8.58,8.23,104.22,79.45,0.23,2.98,0.594,-1,-1,0.95,0.1916,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,10,39.2,1.05,14.98,4.072,33.015,24.446,8.15,8.53,8.23,103.5,79.47,0.23,3.06,0.6105,-1,-1,0.93,0.1892,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,11,40.3,0.81,14.97,4.071,33.018,24.451,8.15,8.5,8.23,103.17,79.31,0.232,3.27,0.6449,-1,-1,0.92,0.188,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,12,41.4,1.1,14.85,4.065,33.06,24.509,8.15,8.48,8.25,102.71,79.69,0.227,3.34,0.6614,-1,-1,0.89,0.1843,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,13,42.3,1.27,14.83,4.064,33.066,24.518,8.14,8.43,8.25,102.06,79.73,0.226,3.54,0.6956,-1,-1,0.88,0.1841,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,14,43,1.22,14.82,4.063,33.071,24.525,8.14,8.37,8.26,101.28,79.93,0.224,3.59,0.7037,-1,-1,0.87,0.1829,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,15,44,0.94,14.81,4.062,33.073,24.528,8.14,8.33,8.26,100.78,80.28,0.22,3.49,0.6867,-1,-1,0.88,0.1838,-1,-1,-1,-1,-1,E,0.003,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,16,45.1,1.03,14.75,4.058,33.085,24.551,8.13,8.29,8.27,100.15,80.86,0.213,3.37,0.6646,-1,-1,0.89,0.1845,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,17,46,1.23,14.7,4.055,33.101,24.574,8.13,8.26,8.27,99.71,81.1,0.209,3.27,0.6459,-1,-1,0.88,0.1834,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,18,46.8,1.05,14.63,4.051,33.121,24.604,8.12,8.16,8.28,98.42,81.69,0.202,3.25,0.6435,-1,-1,0.87,0.1827,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,19,47.9,0.84,14.64,4.052,33.116,24.597,8.12,8.03,8.28,96.84,81.83,0.2,3.13,0.6218,-1,-1,0.87,0.1827,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,20,49,1.15,14.56,4.047,33.136,24.629,8.12,7.86,8.29,94.64,82.05,0.197,2.88,0.5754,-1,-1,0.86,0.182,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,21,49.8,1.3,14.49,4.042,33.155,24.66,8.11,7.6,8.31,91.47,83.35,0.182,2.6,0.5285,-1,-1,0.85,0.1801,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,22,50.6,1.11,14.38,4.035,33.179,24.701,8.09,7.36,8.32,88.39,84.37,0.17,2.47,0.5025,-1,-1,0.83,0.1785,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,23,51.7,0.89,14.3,4.028,33.192,24.728,8.07,7.19,8.34,86.14,85.06,0.162,2.26,0.4663,-1,-1,0.82,0.1777,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,24,52.7,1.07,13.95,4.003,33.257,24.851,8.06,7.08,8.39,84.28,85.55,0.156,2.05,0.4292,-1,-1,0.81,0.1761,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,25,53.6,1.14,13.86,3.996,33.27,24.88,8.04,6.93,8.41,82.43,85.6,0.156,1.89,0.4015,-1,-1,0.81,0.176,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,26,54.6,0.95,13.81,3.992,33.281,24.9,8.03,6.78,8.42,80.52,85.14,0.161,1.84,0.3901,-1,-1,0.81,0.1766,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,27,55.7,0.87,13.72,3.985,33.286,24.921,8.01,6.69,8.43,79.34,84.84,0.164,1.65,0.357,-1,-1,0.84,0.1788,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,28,56.8,1.16,13.54,3.969,33.303,24.972,8.01,6.64,8.46,78.41,84.77,0.165,1.52,0.3346,-1,-1,0.85,0.18,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,29,57.6,1.27,13.48,3.964,33.306,24.986,8,6.6,8.47,77.89,84.83,0.164,1.48,0.3264,-1,-1,0.86,0.181,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,30,58.4,1.14,13.46,3.963,33.308,24.991,8,6.59,8.48,77.72,84.85,0.164,1.41,0.3147,-1,-1,0.86,0.1811,-1,-1,-1,-1,-1,E,0.007,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,31,59.3,1.1,13.39,3.956,33.307,25.004,7.99,6.57,8.49,77.4,84.91,0.164,1.36,0.3065,-1,-1,0.87,0.183,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,32,60.2,1.16,13.33,3.951,33.313,25.022,7.99,6.47,8.5,76.05,84.88,0.164,1.33,0.3008,-1,-1,0.88,0.1842,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,33,61.1,0.97,13.33,3.952,33.314,25.021,7.99,6.18,8.5,72.67,84.95,0.163,1.3,0.2954,-1,-1,0.89,0.1845,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,34,62.2,0.95,13.32,3.95,33.314,25.024,7.98,5.85,8.5,68.76,85.02,0.162,1.22,0.2801,-1,-1,0.89,0.185,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,35,63.2,1.19,13.09,3.93,33.319,25.074,7.97,5.72,8.54,67,85.14,0.161,1.03,0.2469,-1,-1,0.92,0.1881,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,36,64,1.33,12.74,3.9,33.348,25.166,7.94,5.72,8.6,66.48,85.59,0.156,0.89,0.2213,-1,-1,0.95,0.1908,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,37,64.7,1.35,12.44,3.876,33.375,25.244,7.92,5.72,8.65,66.09,85.65,0.155,0.79,0.2049,-1,-1,0.97,0.1928,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,38,65.5,1.23,12.38,3.87,33.381,25.261,7.91,5.68,8.67,65.59,85.46,0.157,0.78,0.2026,-1,-1,0.98,0.1945,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,39,66.4,1.04,12.37,3.87,33.383,25.263,7.91,5.63,8.67,64.92,85.42,0.158,0.77,0.2002,-1,-1,0.99,0.195,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,40,67.4,1.11,12.34,3.867,33.384,25.271,7.91,5.57,8.67,64.22,85.4,0.158,0.72,0.1928,-1,-1,0.99,0.1955,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,41,68.2,1.25,12.28,3.861,33.386,25.284,7.9,5.55,8.68,63.85,85.42,0.158,0.7,0.1876,-1,-1,1.01,0.1972,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,42,69,1.17,12.2,3.855,33.391,25.302,7.9,5.55,8.7,63.79,85.17,0.16,0.69,0.1866,-1,-1,1.01,0.1975,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,43,69.9,1.14,12.15,3.851,33.397,25.316,7.89,5.58,8.71,64.07,85.07,0.162,0.67,0.1834,-1,-1,1.02,0.1987,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,44,70.8,1.26,12.15,3.851,33.399,25.319,7.89,5.62,8.71,64.54,85.1,0.161,0.66,0.1808,-1,-1,1.02,0.1987,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,45,71.5,1.26,12.13,3.85,33.401,25.325,7.89,5.63,8.71,64.62,85.07,0.162,0.66,0.1804,-1,-1,1.02,0.1983,-1,-1,-1,-1,-1,E,0.019,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,46,74.5,0.17,12.18,3.854,33.401,25.314,7.89,5.57,8.7,63.96,84.99,0.163,0.68,0.1838,-1,-1,1.01,0.1978,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:55:00,2704,1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,1,27.8,0.15,15.05,4.075,32.981,24.404,8.16,8.68,8.22,105.45,79.63,0.228,1.29,0.2939,-1,-1,0.95,0.1911,-1,-1,-1,-1,-1,<,0.003,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,2,30.3,0.86,15.05,4.074,32.983,24.406,8.16,8.63,8.22,104.93,79.49,0.229,1.37,0.3075,-1,-1,0.95,0.1907,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,3,31.4,0.93,15.06,4.075,32.981,24.403,8.16,8.58,8.22,104.25,79.66,0.227,1.45,0.3229,-1,-1,0.95,0.1908,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,4,32.5,0.88,15.02,4.073,32.994,24.422,8.16,8.57,8.23,104.06,79.66,0.227,1.82,0.3888,-1,-1,0.94,0.19,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,5,33.5,1.1,14.94,4.069,33.026,24.464,8.15,8.57,8.24,103.94,79.68,0.227,2.39,0.4891,-1,-1,0.91,0.1873,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,6,34.4,1.15,14.88,4.066,33.049,24.493,8.16,8.54,8.25,103.53,79.67,0.227,2.76,0.5535,-1,-1,0.89,0.1844,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,7,35.3,1.17,14.89,4.066,33.047,24.491,8.15,8.54,8.25,103.47,79.69,0.227,2.92,0.585,-1,-1,0.88,0.1833,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,8,36.1,1.2,14.87,4.066,33.055,24.502,8.15,8.53,8.25,103.38,79.72,0.227,3.09,0.6144,-1,-1,0.86,0.1817,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,9,37,1.25,14.82,4.064,33.075,24.526,8.15,8.52,8.25,103.16,79.76,0.226,3.21,0.6383,-1,-1,0.84,0.1794,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,10,37.8,1.2,14.79,4.062,33.091,24.546,8.15,8.52,8.26,103.08,79.76,0.226,3.4,0.6684,-1,-1,0.82,0.1775,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,11,38.8,0.95,14.76,4.061,33.106,24.564,8.14,8.53,8.26,103.2,79.75,0.226,3.44,0.6784,-1,-1,0.79,0.174,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,12,39.8,1.1,14.75,4.061,33.116,24.574,8.14,8.54,8.26,103.21,79.77,0.226,3.53,0.6929,-1,-1,0.78,0.1724,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,13,40.6,1.32,14.75,4.062,33.121,24.579,8.14,8.52,8.26,103.04,79.54,0.229,3.58,0.7037,-1,-1,0.77,0.1717,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,14,41.4,1.28,14.74,4.062,33.126,24.583,8.14,8.51,8.26,102.91,79.3,0.232,3.7,0.7234,-1,-1,0.77,0.1715,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,15,42.2,1.21,14.74,4.062,33.128,24.586,8.14,8.49,8.27,102.58,79.22,0.233,3.84,0.7479,-1,-1,0.76,0.1712,-1,-1,-1,-1,-1,E,0.004,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,16,43,1.26,14.73,4.061,33.129,24.588,8.14,8.42,8.27,101.82,79.19,0.233,3.91,0.7611,-1,-1,0.77,0.172,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,17,43.8,1.26,14.73,4.062,33.134,24.592,8.14,8.29,8.27,100.24,79.27,0.232,3.77,0.7337,-1,-1,0.77,0.1722,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,18,44.7,1.07,14.71,4.06,33.136,24.598,8.14,7.99,8.27,96.55,80.37,0.219,3.29,0.6522,-1,-1,0.78,0.1728,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,19,45.7,1,14.66,4.056,33.14,24.611,8.14,7.61,8.28,91.82,81.36,0.206,3.01,0.6003,-1,-1,0.79,0.1737,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,20,46.6,1.24,14.58,4.049,33.149,24.636,8.13,7.39,8.29,89.12,82.18,0.196,2.8,0.5628,-1,-1,0.8,0.1753,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,21,47.3,1.4,14.3,4.027,33.184,24.722,8.1,7.32,8.34,87.76,83.1,0.186,2.55,0.5191,-1,-1,0.83,0.1786,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,22,48,1.29,14.14,4.015,33.21,24.776,8.08,7.28,8.36,86.94,83.51,0.18,2.4,0.4934,-1,-1,0.83,0.1781,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,23,49,0.91,14.04,4.007,33.225,24.809,8.07,7.16,8.38,85.42,84.12,0.173,2.2,0.4562,-1,-1,0.83,0.1782,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,24,50.2,0.99,13.95,4.001,33.239,24.838,8.06,6.96,8.39,82.9,84.58,0.167,2.11,0.4407,-1,-1,0.83,0.1777,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,25,51.1,1.21,13.89,3.996,33.249,24.857,8.05,6.86,8.4,81.58,84.97,0.163,2.26,0.4647,-1,-1,0.82,0.1775,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
Winter,LACSD, 02/15/2017, 09:37:00,2705,1,26,51.9,1.14,13.76,3.985,33.257,24.89,8.04,6.84,8.43,81.09,85.23,0.16,2.12,0.4428,-1,-1,0.84,0.179,-1,-1,-1,-1,-1,-1,-1,,-1,,-1,,-1,,-1
