Season,Agency,Date,Time,Station,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Spring,Hyperion,5/10/2018,10:35:00,3306,1,66,216,0.58,9.86,3.686,33.842,26.072,8.07,3.31,9.12,36.3,87.66,0.527,0.1,0.1004,0.38,0.1265,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,67,217.7,0.72,9.84,3.685,33.848,26.08,8.07,3.27,9.13,35.8,87.55,0.532,0.09,0.0985,0.38,0.1266,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,68,219.3,0.56,9.83,3.684,33.852,26.086,8.07,3.24,9.13,35.55,87.32,0.542,0.1,0.0994,0.38,0.1266,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,69,220.89999,0.78,9.82,3.683,33.855,26.09,8.07,3.22,9.13,35.26,86.96,0.559,0.09,0.0978,0.38,0.1271,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,70,222.10001,0.73,9.81,3.683,33.856,26.092,8.06,3.21,9.13,35.17,86.73,0.57,0.08,0.0957,0.39,0.1274,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,71,224.10001,0.42,9.81,3.683,33.857,26.093,8.07,3.19,9.13,34.97,86.37,0.586,0.08,0.0966,0.38,0.127,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,72,225.89999,1.05,9.8,3.682,33.858,26.094,8.06,3.17,9.13,34.68,86.1,0.599,0.1,0.0999,0.38,0.127,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,73,227.10001,0.64,9.79,3.682,33.862,26.1,8.06,3.16,9.14,34.62,85.64,0.62,0.09,0.0975,0.39,0.1275,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,10:35:00,3306,1,74,230,0.21,9.79,3.682,33.863,26.101,8.06,3.14,9.14,34.41,84.65,0.666,0.08,0.0963,0.4,0.1282,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,1,376.70001,0.57,15.9,4.226,33.619,24.708,8.41,10.97,8.05,136.05,72.48,1.289,1.95,0.4692,0.07,0.1053,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,2,378.79999,0.41,15.9,4.226,33.618,24.707,8.41,10.93,8.05,135.67999,71.94,1.318,2.2,0.519,0.08,0.1053,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,3,381.10001,0.51,15.75,4.211,33.613,24.737,8.41,10.85,8.08,134.21001,73.48,1.233,2.59,0.5989,0.07,0.1051,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,4,382.79999,0.72,15.66,4.202,33.612,24.758,8.41,10.93,8.09,134.96001,73.5,1.231,3.15,0.7101,0.08,0.1053,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,5,388,0.12,15.59,4.195,33.613,24.773,8.41,10.94,8.1,134.84,73.29,1.243,3.41,0.763,0.08,0.1057,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,6,394.70001,0.23,15.54,4.191,33.613,24.784,8.41,10.89,8.11,134.19,73.33,1.241,3.35,0.749,0.07,0.1047,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,7,399.70001,0.18,15.52,4.189,33.613,24.789,8.41,10.86,8.11,133.69,73.35,1.24,3.43,0.7662,0.07,0.1049,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,8,403.70001,0.44,15.49,4.186,33.613,24.796,8.4,10.83,8.12,133.28,54.81,2.552,3.56,0.7925,0.08,0.1055,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,8:48:00,3201,1,9,405.20001,0.15,15.48,4.185,33.613,24.797,8.4,10.85,8.12,133.45,44.48,3.26,3.51,0.7815,0.07,0.1048,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,1,109.6,0.32,16.35,4.27,33.623,24.609,8.38,10.44,7.98,130.73,72.46,1.289,1.97,0.4738,0.12,0.1083,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,2,112,0.68,16.13,4.247,33.609,24.647,8.38,10.95,8.01,136.5,72.77,1.272,2.14,0.5073,0.11,0.1079,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,3,113.3,0.86,15.79,4.215,33.614,24.729,8.39,10.98,8.07,135.92,73.1,1.253,2.67,0.6144,0.09,0.1063,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,4,114.6,0.67,15.67,4.203,33.609,24.752,8.4,10.85,8.09,134.03,72.94,1.262,3.07,0.6949,0.09,0.1064,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,5,116.5,0.45,15.51,4.186,33.596,24.778,8.39,10.11,8.12,124.42,72.79,1.27,3.46,0.7728,0.1,0.1073,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,6,118.2,0.92,14.8,4.118,33.594,24.932,8.35,9.84,8.23,119.42,73.02,1.258,4.22,0.9246,0.09,0.1062,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,7,119.3,0.85,14.74,4.113,33.593,24.944,8.33,9.76,8.24,118.32,73.81,1.215,4.91,1.0612,0.08,0.1058,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,8,121.2,0.42,14.69,4.107,33.589,24.951,8.32,9.61,8.25,116.37,74.31,1.188,4.78,1.0353,0.08,0.1054,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,9,123.1,0.88,14.42,4.082,33.589,25.01,8.31,9.63,8.3,116.04,75.15,1.143,5.49,1.1777,0.08,0.1056,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,10,124.3,0.69,14.36,4.077,33.59,25.023,8.31,9.61,8.31,115.68,75.15,1.143,5.75,1.2299,0.08,0.1057,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,11,126,0.54,14.36,4.076,33.591,25.024,8.31,9.34,8.31,112.35,75.35,1.132,5.63,1.2051,0.08,0.1056,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,12,127.8,0.6,14.06,4.048,33.587,25.083,8.31,9.03,8.36,108.04,75.29,1.135,5.32,1.1444,0.1,0.107,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,13,129.60001,0.56,13.72,4.016,33.588,25.155,8.3,8.87,8.42,105.28,75.23,1.139,7.06,1.4912,0.12,0.1087,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,14,131,0.87,13.57,4.002,33.591,25.188,8.29,8.64,8.44,102.33,74.3,1.188,8.54,1.7888,0.14,0.11,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,15,132.7,0.5,13.39,3.986,33.59,25.223,8.28,8.48,8.47,100.05,71.77,1.327,9.53,1.9855,0.17,0.1119,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,16,134.39999,0.81,13.29,3.976,33.593,25.246,8.27,8.34,8.49,98.17,71.22,1.358,10.01,2.0829,0.17,0.1117,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,17,136.10001,0.48,13.19,3.968,33.598,25.269,8.26,8.3,8.51,97.56,71.01,1.37,9.61,2.0019,0.19,0.1134,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,18,137.89999,0.73,13.18,3.967,33.599,25.272,8.26,8.25,8.51,96.88,70.79,1.382,9.69,2.0182,0.22,0.1152,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,19,138.89999,1.26,13.17,3.966,33.601,25.276,8.26,8.22,8.51,96.56,69.94,1.43,9.7,2.0193,0.2,0.1144,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,20,139.7,1.08,13.16,3.965,33.602,25.279,8.26,8.19,8.51,96.2,70.2,1.416,9.79,2.0375,0.2,0.1138,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,21,141.89999,0.34,13.13,3.963,33.604,25.286,8.26,7.95,8.52,93.25,67.24,1.605,9.5,1.9809,0.25,0.1178,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,22,144,1.23,13.07,3.957,33.605,25.299,8.26,7.12,8.53,83.47,69.63,1.448,9.06,1.8917,0.26,0.1183,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,23,144.8,1.27,12.87,3.939,33.605,25.339,8.25,6.99,8.57,81.55,70.27,1.411,7.54,1.5876,0.32,0.1224,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,24,146.3,0.48,12.62,3.916,33.61,25.391,8.21,6.93,8.61,80.45,73.61,1.228,5.37,1.1543,0.26,0.1183,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,25,148.10001,0.84,12.58,3.912,33.61,25.4,8.2,6.91,8.62,80.21,76.9,1.051,3.91,0.863,0.27,0.119,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,26,149.2,0.96,12.54,3.908,33.611,25.409,8.2,6.91,8.62,80.1,77.74,1.007,3.89,0.858,0.29,0.1208,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,27,150.8,0.49,12.53,3.908,33.612,25.411,8.2,6.91,8.63,80.03,78.31,0.978,3.93,0.865,0.33,0.123,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,28,152.60001,0.63,12.52,3.907,33.613,25.414,8.2,6.84,8.63,79.27,78.38,0.974,3.83,0.8461,0.34,0.1237,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,29,154,0.88,12.51,3.907,33.614,25.416,8.2,6.55,8.63,75.87,78.26,0.98,4.17,0.9136,0.35,0.1246,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,30,155.10001,0.96,12.46,3.901,33.614,25.426,8.2,6.19,8.64,71.69,77.71,1.009,4.2,0.9193,0.44,0.1309,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,31,157.5,0.3,12.01,3.861,33.621,25.517,8.16,5.99,8.72,68.71,77.05,1.043,3.65,0.8096,0.45,0.1315,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,32,159.8,1,11.93,3.853,33.624,25.534,8.15,5.85,8.74,67,77.81,1.004,2.92,0.6634,0.43,0.1302,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,33,160.60001,1.24,11.88,3.849,33.626,25.545,8.15,5.83,8.74,66.72,78.02,0.993,2.85,0.6509,0.43,0.1304,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,34,163.10001,0.25,11.84,3.846,33.627,25.553,8.14,5.78,8.75,66.02,78.56,0.965,2.64,0.6082,0.44,0.1307,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,35,166.5,0.42,11.82,3.843,33.628,25.559,8.14,5.67,8.76,64.7,62.06,2.27,2.59,0.5975,0.42,0.1297,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,36,168.5,0.65,11.76,3.838,33.63,25.571,8.13,5.57,8.77,63.55,79.11,0.937,2.29,0.5387,0.42,0.1299,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:02:00,3202,1,37,169.89999,0.44,11.72,3.835,33.632,25.58,8.13,5.58,8.77,63.54,79.16,0.935,2.26,0.5323,0.53,0.1373,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,1,109.5,0.48,16.25,4.26,33.628,24.635,8.41,10.64,7.99,132.89999,72.1,1.313,1.58,0.3963,0.07,0.105,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,2,111.1,0.87,16.26,4.261,33.627,24.633,8.41,10.63,7.99,132.84,73.75,1.218,1.63,0.4059,0.07,0.1047,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,3,112.2,0.87,16.11,4.246,33.618,24.659,8.41,10.59,8.02,131.88,73.51,1.231,2.13,0.506,0.08,0.1054,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,4,113.7,0.53,15.55,4.191,33.605,24.775,8.41,10.55,8.11,129.94,74.07,1.201,2.66,0.6129,0.08,0.106,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,5,115.7,0.49,15.28,4.164,33.602,24.834,8.4,10.36,8.15,126.92,73.96,1.207,3.96,0.8712,0.12,0.1082,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,6,117.8,0.49,15.2,4.157,33.603,24.851,8.38,10.25,8.17,125.47,73.58,1.227,4.35,0.9494,0.12,0.1085,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,7,120.1,0.39,15.19,4.157,33.603,24.854,8.38,10.08,8.17,123.27,73.79,1.216,4.33,0.946,0.11,0.1081,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,8,122.5,0.49,15.18,4.156,33.604,24.857,8.37,10.03,8.17,122.64,74.12,1.198,4.24,0.9287,0.11,0.1074,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,9,124,0.91,15.18,4.156,33.605,24.857,8.37,10.01,8.17,122.38,74.21,1.193,4.54,0.9883,0.1,0.1072,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,10,125.5,0.59,15.18,4.156,33.605,24.858,8.37,9.7,8.17,118.63,74.44,1.181,4.37,0.9533,0.11,0.1075,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,11,127.2,0.63,15.1,4.148,33.6,24.871,8.36,9.14,8.18,111.58,74.39,1.184,4.39,0.9584,0.1,0.107,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,12,128.7,0.68,14.62,4.1,33.584,24.963,8.33,9.16,8.26,110.74,74.91,1.156,4.29,0.9379,0.07,0.105,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,13,130.3,0.56,14.2,4.061,33.586,25.053,8.31,9.08,8.33,108.92,75.93,1.101,5.1,1.0992,0.08,0.1054,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,14,132.2,0.55,13.91,4.034,33.584,25.112,8.32,8.59,8.38,102.43,76.49,1.072,6.77,1.4336,0.1,0.1071,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,15,133.7,0.93,13.61,4.005,33.587,25.177,8.3,8.22,8.44,97.34,75.04,1.149,7.63,1.6053,0.13,0.1094,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,16,134.89999,0.69,13.37,3.984,33.591,25.228,8.28,8.08,8.48,95.26,74.29,1.189,4.83,1.0465,0.14,0.1101,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,17,136.8,0.48,13.23,3.971,33.591,25.255,8.27,7.86,8.5,92.48,76.93,1.05,3.5,0.781,0.15,0.1104,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,18,138.39999,0.89,13.12,3.961,33.594,25.28,8.26,7.65,8.52,89.71,79.37,0.924,4.48,0.9762,0.15,0.1104,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,19,139.5,0.87,13.02,3.951,33.597,25.303,8.25,7.54,8.54,88.25,79.77,0.904,4.15,0.9098,0.16,0.1112,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,20,141.2,0.47,12.92,3.942,33.597,25.323,8.25,7.44,8.56,86.91,79.35,0.925,3.71,0.8218,0.17,0.1117,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,21,143.3,0.54,12.85,3.936,33.598,25.337,8.25,7.23,8.57,84.34,79.89,0.898,4.11,0.9029,0.17,0.1119,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,22,145,0.66,12.75,3.927,33.6,25.358,8.24,6.97,8.59,81.1,79.42,0.922,4.72,1.0233,0.18,0.1127,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,23,146.3,0.85,12.67,3.92,33.601,25.375,8.23,6.73,8.6,78.22,78.57,0.965,5.23,1.1268,0.19,0.1137,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,24,147.5,0.8,12.52,3.907,33.608,25.409,8.22,6.64,8.63,76.97,77.52,1.019,5.56,1.1927,0.26,0.1185,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,25,149.39999,0.41,12.47,3.901,33.609,25.421,8.21,6.47,8.64,74.94,75.29,1.135,4.61,1.0017,0.27,0.1192,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,26,151.3,1.04,12.41,3.897,33.611,25.432,8.2,6.13,8.65,70.88,76.02,1.097,3.8,0.8404,0.27,0.1192,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,27,152.10001,1.28,12.25,3.881,33.603,25.458,8.2,6.05,8.68,69.69,77.12,1.039,3.64,0.8083,0.28,0.1196,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,28,154.10001,0.36,12.01,3.859,33.61,25.509,8.18,5.98,8.72,68.52,79.68,0.909,2.79,0.6374,0.33,0.1231,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,29,155.8,0.78,11.98,3.856,33.609,25.514,8.18,5.85,8.73,67.05,79.83,0.901,2.62,0.6049,0.33,0.1233,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,30,157.2,1.08,11.92,3.851,33.61,25.526,8.17,5.74,8.74,65.66,80.34,0.876,2.54,0.5883,0.33,0.1235,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,31,158.3,0.84,11.83,3.842,33.608,25.541,8.16,5.68,8.76,64.87,80.8,0.853,2.42,0.5642,0.34,0.1237,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,32,159.7,0.64,11.78,3.838,33.609,25.55,8.16,5.6,8.76,63.91,81.47,0.82,2.27,0.5341,0.33,0.1235,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,33,161.3,0.66,11.73,3.834,33.608,25.559,8.16,5.52,8.77,62.96,81.79,0.804,2.4,0.5609,0.32,0.1227,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,34,162.8,0.65,11.67,3.828,33.608,25.571,8.15,5.46,8.79,62.17,81.61,0.813,2.14,0.5071,0.33,0.123,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,35,164.39999,0.66,11.6,3.821,33.609,25.585,8.15,5.42,8.8,61.61,81.89,0.799,1.7,0.4202,0.33,0.1229,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,36,165.7,0.84,11.57,3.819,33.61,25.591,8.15,5.36,8.8,60.93,82.27,0.781,1.46,0.3719,0.34,0.1237,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,37,167,0.73,11.52,3.815,33.609,25.598,8.15,5.29,8.81,60.09,83.45,0.724,1.26,0.3321,0.36,0.1251,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,38,168.7,0.51,11.44,3.807,33.611,25.615,8.14,5.07,8.83,57.49,84.22,0.687,1.24,0.3274,0.34,0.124,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,39,170.3,0.98,11.28,3.793,33.618,25.649,8.14,4.83,8.86,54.51,84.8,0.659,1.07,0.2946,0.38,0.1264,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,40,171.3,0.86,11.1,3.777,33.622,25.685,8.12,4.75,8.89,53.45,85.04,0.648,0.93,0.2666,0.41,0.129,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,41,173.2,0.44,10.97,3.765,33.623,25.709,8.11,4.71,8.92,52.84,85.77,0.614,0.75,0.2299,0.43,0.1304,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,42,175,0.85,10.97,3.765,33.624,25.71,8.11,4.63,8.92,51.92,86.26,0.591,0.67,0.2143,0.44,0.131,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,43,176.10001,0.88,10.89,3.758,33.622,25.723,8.11,4.58,8.93,51.28,86.41,0.584,0.78,0.2364,0.47,0.1329,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,44,177.60001,0.59,10.79,3.749,33.623,25.741,8.11,4.5,8.95,50.25,86.5,0.58,0.68,0.216,0.42,0.1296,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,45,179.10001,0.8,10.71,3.743,33.635,25.764,8.1,4.43,8.97,49.44,86.94,0.56,0.49,0.1772,0.44,0.1309,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,46,180.39999,0.73,10.69,3.741,33.643,25.774,8.1,4.38,8.97,48.86,86.83,0.565,0.45,0.1705,0.44,0.131,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,47,182.3,0.45,10.66,3.74,33.65,25.785,8.1,4.32,8.98,48.19,87.06,0.554,0.47,0.1734,0.45,0.1316,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,48,184,0.94,10.64,3.738,33.654,25.792,8.1,4.29,8.98,47.75,87.15,0.55,0.48,0.1768,0.45,0.1318,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,49,185,1.22,10.63,3.737,33.654,25.794,8.09,4.29,8.98,47.79,87.7,0.525,0.55,0.1899,0.47,0.1328,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,50,185.89999,0.91,10.62,3.736,33.654,25.796,8.09,4.29,8.98,47.74,87.65,0.527,0.52,0.1842,0.47,0.1328,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,51,187.89999,0.37,10.62,3.736,33.654,25.797,8.09,4.25,8.98,47.31,87.58,0.53,0.54,0.1888,0.46,0.1325,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,52,189.89999,0.94,10.56,3.732,33.656,25.807,8.09,4.18,8.99,46.47,87.52,0.533,0.56,0.191,0.46,0.1327,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,53,190.89999,0.92,10.5,3.727,33.665,25.825,8.09,4.16,9.01,46.25,87.43,0.537,0.51,0.182,0.55,0.1386,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,54,194.5,0.17,10.45,3.723,33.672,25.838,8.09,4.13,9.02,45.87,87,0.557,0.5,0.1792,0.47,0.133,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,55,198.60001,0.49,10.43,3.722,33.676,25.845,8.09,4.07,9.02,45.1,86.91,0.561,0.48,0.177,0.47,0.1333,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,56,200.10001,1.04,10.41,3.72,33.682,25.855,8.09,4.04,9.02,44.79,86.95,0.559,0.41,0.1612,0.48,0.1335,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,57,201.2,0.82,10.38,3.717,33.686,25.863,8.09,4.03,9.03,44.63,86.84,0.565,0.39,0.1589,0.48,0.1341,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,58,203.5,0.31,10.37,3.717,33.689,25.867,8.09,4.01,9.03,44.4,86.87,0.563,0.45,0.1691,0.48,0.1336,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,59,205.89999,0.81,10.35,3.715,33.691,25.872,8.09,3.99,9.04,44.18,86.82,0.565,0.44,0.1687,0.46,0.1327,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,60,206.89999,1.08,10.33,3.713,33.689,25.874,8.09,3.99,9.04,44.19,86.95,0.559,0.45,0.1705,0.51,0.1358,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,61,208,0.81,10.32,3.713,33.689,25.874,8.08,3.99,9.04,44.19,86.93,0.56,0.35,0.1501,0.51,0.1361,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,62,210.10001,0.36,10.32,3.713,33.688,25.874,8.09,3.99,9.04,44.12,86.97,0.558,0.37,0.1542,0.51,0.136,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,63,212.10001,0.93,10.32,3.713,33.688,25.874,8.09,3.96,9.04,43.86,87.1,0.552,0.37,0.153,0.52,0.1364,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,64,213.10001,0.96,10.29,3.71,33.688,25.879,8.09,3.95,9.05,43.73,87.17,0.549,0.35,0.1491,0.54,0.1381,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,65,214.60001,0.55,10.26,3.708,33.694,25.889,8.08,3.94,9.05,43.54,87.15,0.55,0.34,0.1489,0.55,0.1384,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,66,216.5,0.52,10.26,3.709,33.702,25.895,8.08,3.93,9.05,43.46,87.19,0.548,0.31,0.1429,0.51,0.1358,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,67,218.3,0.61,10.26,3.709,33.708,25.901,8.09,3.92,9.05,43.34,87.26,0.545,0.32,0.1442,0.52,0.1366,NaN,NaN,NaN,NaN
Spring,Hyperion,5/10/2018,9:12:00,3203,1,68,219.89999,0.62,10.25,3.709,33.714,25.907,8.09,3.89,9.05,43,87.35,0.541,0.3,0.1405,0.43,0.1303,NaN,NaN,NaN,NaN
