Season,Agency,Date,Time,Station ID,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Winter,Hyperion,3/22/2017,9:40:00,3706,1,35,183,0.72,12.04,3.838,33.376,25.321,7.84,5.19,8.73,59.47,89.51,0.111,0.66,0.1693,1.42,0.2419,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,36,184.5,0.66,12.04,3.838,33.376,25.321,7.83,5.17,8.73,59.26,89.46,0.111,0.6,0.1705,1.42,0.2423,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,37,185.8,0.9,12.04,3.838,33.377,25.323,7.83,5.17,8.73,59.17,89.51,0.111,0.59,0.1657,1.42,0.2418,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,38,187.10001,0.66,12.03,3.837,33.379,25.326,7.83,5.15,8.73,59.02,89.51,0.111,0.6,0.1759,1.42,0.2428,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,39,188.7,0.68,12.02,3.837,33.379,25.327,7.83,5.14,8.73,58.91,89.52,0.111,0.6,0.1767,1.42,0.2427,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,40,190,0.83,12.02,3.837,33.38,25.328,7.83,5.14,8.73,58.81,89.48,0.111,0.57,0.1676,1.43,0.2429,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,41,191.60001,0.53,12.01,3.837,33.38,25.33,7.83,5.13,8.73,58.7,89.51,0.111,0.64,0.1667,1.43,0.2426,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,42,193.2,0.88,12.01,3.836,33.381,25.331,7.83,5.12,8.73,58.67,89.5,0.111,0.62,0.1652,1.43,0.2424,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,43,194.39999,0.81,12.01,3.836,33.381,25.332,7.83,5.12,8.73,58.61,89.48,0.111,0.58,0.1679,1.43,0.2428,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,44,195.60001,0.76,12.01,3.836,33.382,25.332,7.83,5.12,8.73,58.6,89.47,0.111,0.58,0.1661,1.43,0.2426,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,45,197.5,0.43,12,3.836,33.381,25.332,7.83,5.1,8.74,58.39,89.52,0.111,0.58,0.1634,1.43,0.2431,0.06,5,5,5
Winter,Hyperion,3/22/2017,9:40:00,3706,1,46,199.3,0.88,12,3.836,33.382,25.334,7.82,5.08,8.74,58.12,89.48,0.111,0.58,0.1637,1.43,0.2441,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,47,200.5,0.86,11.98,3.834,33.383,25.337,7.82,5.05,8.74,57.84,89.51,0.111,0.57,0.1615,1.43,0.2442,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,48,201.7,0.83,11.97,3.834,33.383,25.34,7.82,5.02,8.74,57.42,89.51,0.111,0.56,0.1623,1.45,0.2429,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,49,202.89999,0.78,11.94,3.83,33.387,25.35,7.82,4.97,8.75,56.76,89.52,0.111,0.57,0.1654,1.44,0.2423,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,50,204.3,0.72,11.9,3.828,33.39,25.358,7.81,4.9,8.75,55.94,89.52,0.111,0.55,0.1602,1.43,0.2413,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,51,205.60001,0.75,11.85,3.823,33.394,25.371,7.81,4.86,8.76,55.43,89.55,0.11,0.56,0.1572,1.42,0.2412,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,52,207.10001,0.67,11.77,3.817,33.402,25.392,7.8,4.86,8.78,55.41,89.51,0.111,0.57,0.1555,1.42,0.2403,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,53,208.89999,0.47,11.78,3.817,33.402,25.391,7.8,4.84,8.78,55.19,89.54,0.11,0.54,0.158,1.41,0.2406,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,54,211.10001,0.46,11.74,3.814,33.405,25.4,7.8,4.78,8.78,54.44,89.54,0.111,0.52,0.1564,1.41,0.2392,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,55,212.8,0.83,11.69,3.811,33.412,25.415,7.79,4.76,8.79,54.17,89.58,0.11,0.53,0.1529,1.4,0.2369,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,56,214.3,0.58,11.67,3.809,33.415,25.42,7.79,4.76,8.8,54.17,89.55,0.11,0.52,0.1517,1.38,0.2382,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,57,215.8,0.97,11.67,3.809,33.415,25.421,7.79,4.77,8.8,54.23,89.55,0.11,0.52,0.1545,1.41,0.2355,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,58,216.7,1.13,11.67,3.809,33.416,25.422,7.79,4.77,8.8,54.19,89.58,0.11,0.51,0.1538,1.36,0.2357,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,59,217.89999,0.65,11.67,3.809,33.416,25.423,7.79,4.76,8.8,54.16,89.54,0.11,0.49,0.1536,1.36,0.2348,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,60,219.5,0.65,11.65,3.808,33.418,25.427,7.79,4.75,8.8,54.03,89.52,0.111,0.51,0.1537,1.36,0.235,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,61,221,0.71,11.65,3.808,33.419,25.428,7.79,4.75,8.8,53.99,89.53,0.111,0.51,0.1554,1.35,0.2334,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,62,222.7,0.56,11.65,3.808,33.419,25.428,7.78,4.75,8.8,53.95,89.53,0.111,0.5,0.1538,1.35,0.2338,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,63,224.2,0.77,11.64,3.807,33.42,25.43,7.78,4.74,8.8,53.91,89.55,0.11,0.51,0.1535,1.35,0.232,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,64,225.60001,0.7,11.59,3.804,33.426,25.444,7.78,4.75,8.81,53.88,89.47,0.111,0.52,0.1571,1.34,0.2286,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,65,227.10001,0.64,11.57,3.802,33.43,25.451,7.78,4.74,8.81,53.81,89.48,0.111,0.51,0.1611,1.31,0.2257,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,66,228.60001,0.71,11.55,3.801,33.433,25.457,7.78,4.73,8.82,53.6,89.41,0.112,0.51,0.1629,1.28,0.2238,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,67,230,0.71,11.54,3.799,33.435,25.461,7.78,4.71,8.82,53.43,89.46,0.111,0.53,0.1653,1.26,0.223,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,68,231.2,1.01,11.52,3.798,33.436,25.465,7.78,4.7,8.82,53.3,89.45,0.112,0.55,0.1607,1.25,0.2223,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,69,232.39999,0.76,11.5,3.797,33.439,25.47,7.78,4.69,8.83,53.17,89.45,0.111,0.56,0.1606,1.24,0.2224,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,70,234,0.53,11.49,3.796,33.44,25.474,7.78,4.68,8.83,53.01,89.43,0.112,0.57,0.1602,1.24,0.2229,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,71,235.60001,0.84,11.48,3.795,33.442,25.477,7.78,4.68,8.83,53.06,89.43,0.112,0.55,0.1609,1.24,0.223,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,72,237,0.66,11.47,3.795,33.442,25.478,7.77,4.69,8.83,53.1,89.42,0.112,0.54,0.1631,1.25,0.2227,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,73,239.3,0.33,11.47,3.794,33.442,25.479,7.77,4.67,8.83,52.93,89.4,0.112,0.55,0.1627,1.24,0.2226,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,74,241.5,0.77,11.47,3.794,33.443,25.48,7.77,4.67,8.83,52.85,89.41,0.112,0.56,0.162,1.24,0.2235,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,75,242.8,0.74,11.47,3.794,33.442,25.48,7.77,4.66,8.83,52.75,89.44,0.112,0.55,0.1624,1.25,0.2245,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,9:40:00,3706,1,76,244,0.51,11.46,3.794,33.442,25.481,7.77,4.66,8.83,52.72,89.44,0.112,0.56,0.1629,1.25,0.2254,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,12:23:00,3601,1,1,102.8,0.34,16.44,4.229,33.194,24.258,8.17,8.88,7.99,111.02,74.96,0.288,1.35,0.3054,1.32,0.231,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,12:23:00,3601,1,2,104.9,0.83,16.43,4.228,33.195,24.263,8.17,8.92,7.99,111.58,74.74,0.291,1.32,0.3339,1.32,0.2293,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,12:23:00,3601,1,3,106.3,0.58,16.43,4.228,33.195,24.262,8.17,8.91,7.99,111.45,74.73,0.291,1.34,0.3667,1.31,0.2298,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,12:23:00,3601,1,4,108.3,0.48,16.42,4.228,33.198,24.266,8.17,8.85,7.99,110.59,74.74,0.291,1.46,0.4119,1.31,0.2271,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,12:23:00,3601,1,5,109.9,1.12,16.42,4.228,33.2,24.269,8.17,8.87,7.99,110.93,74.58,0.293,1.66,0.4533,1.3,0.2233,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,12:23:00,3601,1,6,111.7,0.38,16.34,4.224,33.232,24.311,8.16,8.91,8,111.28,73.63,0.306,1.87,0.5139,1.24,0.2104,NaN,NaN,NaN,NaN
Winter,Hyperion,3/22/2017,12:23:00,3601,1,7,113.9,0.57,16.27,4.22,33.253,24.343,8.16,9.02,8.01,112.51,72.96,0.315,2.2,0.5903,1.12,0.2003,NaN,NaN,NaN,NaN
